,Response
6110226,0
3538893,0
10445864,0
5542745,0
6106732,0
7998455,0
6929154,0
8694270,0
9323138,0
2668797,0
1053621,0
1904029,0
5280685,0
3490850,0
395498,0
5587908,0
5849044,0
8699645,1
8196489,0
3182622,0
5144680,0
4633648,0
2379847,1
11383038,0
6463716,0
11330938,0
2186084,0
4430525,0
1333045,0
9344016,0
9295820,0
6558845,0
8920378,1
10402237,1
1034932,0
8171861,0
7491081,1
6127316,0
1016115,0
10129754,0
6812470,0
11279334,0
1352030,0
10194068,0
2150565,0
9937437,0
1298289,0
8425516,0
391082,0
5465537,0
4667965,1
5806038,0
9742727,0
5683880,0
1022341,0
6929879,1
5250853,0
84019,0
8680590,1
8814490,0
2986529,0
2192977,1
3727108,0
493842,0
2560225,1
4535470,0
9782827,0
855432,0
5671337,0
8285261,1
10588258,0
4638493,0
5545559,0
7246216,0
10861220,0
1177053,0
9441359,0
866156,1
4597317,0
2868230,0
8093023,0
3196506,0
7163040,0
110082,0
4314922,1
4326546,0
3656321,0
10092254,0
8598162,1
4307701,0
1704538,0
6789366,1
10835900,0
5255113,0
10908285,0
7471956,0
8754192,0
9252370,0
6187695,0
5335720,1
3790664,0
11021519,0
331989,0
8521955,0
5633612,0
2580541,0
9401458,1
4347227,0
10710571,0
2593201,0
3113557,0
10441213,0
6093063,0
444999,0
6451257,1
8099579,0
7733295,1
4321611,1
339097,0
4021625,0
6202681,0
637286,0
1680593,0
3129297,0
6815435,0
6294496,0
3321758,0
10110615,0
9235966,0
2728099,0
6724441,0
3411420,0
2663497,1
7101590,0
2887759,0
249165,0
3806117,0
2606543,0
8828201,0
10855157,0
3584611,0
5018122,0
11390310,0
9527153,0
7564531,0
6872785,0
8237031,0
11117433,0
5651072,0
10749497,0
548679,0
8635000,0
10993178,0
7860540,0
2561359,0
1229524,0
7917492,0
6892440,0
10354640,0
5650584,0
10352049,0
6818204,1
7323295,0
6736589,0
594752,0
11225346,0
4578414,0
7312584,0
5987503,0
6359621,0
5233080,0
2653815,0
11158681,0
6702457,0
331894,0
6079786,0
3202446,0
3723581,1
4786664,0
1008183,0
5587994,0
5925408,0
7935532,0
5596031,0
3004971,0
9761542,0
2627119,0
3692363,0
3735523,1
11465329,1
11338205,0
5971968,0
2552674,0
912211,0
11434248,0
4634457,0
10817485,0
3898857,0
6861383,0
1277111,1
6697655,0
5203645,0
2239179,0
1881578,0
2774300,0
6460092,0
3652406,0
9172933,0
9545379,0
11058146,0
1351312,0
7580060,1
8491867,0
10900787,0
8733877,0
5482470,0
5561204,0
5527394,0
8246829,0
5556192,0
1805064,0
8472563,1
10956245,0
6188839,0
3653985,0
10558735,0
7458237,0
8652952,0
10348887,0
755463,0
5051877,0
6668644,0
7844104,1
86071,0
3074751,0
2926254,0
4397276,0
6303145,0
1981509,0
4139179,0
5716321,1
1701914,0
5622954,0
6456068,0
8514567,0
9610178,0
814526,1
9202079,1
5683759,1
10642813,0
5099223,0
11034332,0
9322863,0
7209649,0
2415650,0
1291473,0
7991254,0
1100522,0
5338177,1
2747134,0
10168553,0
3851626,0
11249274,0
4559086,0
6317297,0
10251037,1
8599841,0
5474194,0
7370675,0
2259630,0
3135557,0
11489209,0
9147114,0
2866923,0
4931921,0
11256111,0
1080073,0
1107187,0
9258947,0
8693348,0
4235557,0
4990464,0
221165,0
3091553,0
918830,0
10985530,0
10161333,0
1071516,0
9857300,0
10064399,0
10547892,0
277167,0
5912805,0
519612,1
9659597,0
10390843,1
10212021,0
5593531,0
10705815,0
11100801,0
10287972,0
2248969,0
2366427,0
6350638,1
11359545,0
8000354,0
3335614,1
3387224,0
4101197,0
3445683,0
9327738,0
902208,0
5555877,0
2921560,0
9212465,0
4548949,0
10855820,0
8361264,1
5321876,0
2136038,0
5683506,0
4675871,0
6070581,0
8368234,0
8208509,0
4008871,0
1694147,1
10069435,0
8333123,0
4207811,0
8816624,0
8884213,0
2415206,1
3701337,0
3494999,0
4443113,0
1777470,0
5625320,0
1495798,0
10219313,0
7121791,0
1671492,0
10174333,0
6401405,0
2578703,0
7251477,0
8310588,0
5188223,0
6567731,0
6451992,0
5200491,0
4911777,0
4862703,0
5091162,0
3783904,0
3918117,0
635557,1
10235570,0
4797349,0
710755,0
11440331,0
2394619,0
6129093,0
8758924,0
98700,0
3955224,1
4686956,0
3111903,1
4989405,0
9846397,0
8317464,0
2195937,0
10175818,0
5843185,0
246285,0
1148288,0
2862715,0
10894161,0
3744611,0
1224807,0
5817783,0
8896039,0
9969098,0
9936953,0
10693794,1
7301146,1
10748242,0
10577348,0
5057635,0
5157748,0
8250590,0
5129786,0
3330271,0
4323329,0
5015363,0
4652455,0
10686484,0
10983162,0
3618233,0
4019678,0
524938,0
11097673,0
10783615,0
1865718,0
5389043,0
10557846,0
8882428,0
11252116,0
542208,0
2818178,0
2164321,0
4616290,0
11338585,0
4895033,0
9129597,0
162227,0
1661889,0
9342950,0
3796187,0
3235245,1
5534905,0
4877667,0
116705,0
2426392,0
979540,0
3854452,0
6428364,0
3456758,0
2139171,0
5240735,0
11348592,1
1501328,0
11083087,0
2270024,0
8255579,0
3384628,0
7634573,0
3954855,0
5391664,1
7276195,0
7753600,0
812831,0
5715139,0
6437550,0
7258017,0
1487813,0
4435370,0
6949523,0
1176394,0
7197045,0
6071571,0
10360112,0
3067691,0
6812387,0
5000504,0
7517899,0
7723642,0
9519201,0
5456947,0
4057199,0
1657441,0
550772,0
6830060,1
802403,0
6351056,0
8331704,0
9929670,0
6009117,0
2460405,0
1166548,0
3130285,0
9429335,0
4515514,0
4703078,0
1884303,0
9517815,0
9499123,0
9037030,0
7828650,0
578824,0
9518234,0
8321721,0
9080747,0
426870,0
7414784,0
7811107,0
1498346,1
1639762,0
687838,0
7509857,0
5798600,0
2730653,0
4268146,0
8233198,0
9738407,0
3700988,0
2931844,1
8659562,0
9397477,0
4581031,0
5497313,0
9804931,0
5915741,0
5639944,0
9140816,0
11314726,1
11048740,0
11435496,0
1929401,0
9507324,0
5017352,0
3423402,0
9515200,0
8524603,1
2655631,0
1472910,0
9669214,0
5141529,0
9803415,0
5837312,0
1771236,1
1635071,0
3940772,0
8710439,0
6481286,1
2691556,1
5951757,0
4086835,0
6816207,0
5538875,0
9707402,0
8724493,0
5910903,0
6189096,0
4935471,0
2176827,0
9422148,0
1490193,0
9373482,0
4747749,0
7605581,1
4744014,0
11128517,0
581124,0
5208608,0
10667443,0
7912741,0
1618108,0
3549192,0
3822821,1
3916039,0
4451714,0
9792883,0
6140400,0
6349529,0
6718139,0
2730745,1
8249579,0
10789334,0
7559879,0
5170924,0
4866836,1
6646677,0
7178893,0
11257420,0
6684569,0
9654956,0
8336620,0
8632176,0
4519017,0
5084772,0
9725263,0
3166264,0
10832885,0
1220990,0
7915099,1
22495,0
5001023,0
526295,0
5532575,0
5195939,0
2633387,0
5631024,1
3361774,0
8985918,0
2913287,0
6175878,0
8759990,0
7606940,0
383623,0
7708969,0
2311429,0
1944237,0
2237214,0
8572220,0
1045275,0
3059574,0
11047014,0
5491129,0
7594730,0
4833804,0
7280746,1
4540429,0
8291988,1
184455,0
7959207,1
8791657,0
4818630,0
2500956,0
9520360,0
7875250,1
11390074,0
8270131,0
317879,0
10301245,1
9815166,0
1539639,0
1118547,0
1794106,0
649283,0
1254529,0
9046250,0
9999427,0
5842360,0
5835706,0
3349626,0
8466904,0
7009222,1
5515942,0
1007106,0
11427925,0
4749040,1
7048438,0
7080278,0
7583387,1
4224227,0
5461393,0
4977291,0
3789899,0
8727325,1
10842426,1
398675,0
38550,0
7931399,0
6215313,0
960510,0
9042606,0
9154741,0
5846983,1
191441,0
10676364,0
7511168,0
10362493,0
1980739,0
28414,1
3695501,0
10244930,0
1610951,0
590361,0
9713530,0
4701844,0
3545664,0
1777234,0
2183546,0
8329297,0
7879,0
1990090,0
3647850,0
1891370,0
1556430,0
1110582,0
7546026,0
1732632,0
11107137,0
3045122,0
1631020,0
7553762,1
7186538,1
8687738,0
5761504,0
2374653,1
6966301,0
10239456,0
1865851,0
5913230,0
2474366,0
3427347,0
2599719,0
8552305,0
8261422,0
2278541,1
7417372,0
7800733,0
6369890,1
11074709,0
5989237,0
6510279,0
8218471,0
5200262,0
7242715,0
8362556,0
4194890,0
4417826,0
7070794,0
6466376,0
10840116,0
11053265,0
3116609,0
983546,0
11286778,1
8426736,0
6664189,0
7340303,0
9486982,0
3149189,0
2274180,0
1182570,0
6786065,0
5071080,0
7294404,0
1407044,0
3139000,0
4852119,0
11493740,0
5523527,0
3106483,0
4728976,0
6937829,0
5426487,0
6426883,0
10583749,1
3756360,0
5388030,0
3130055,0
9817726,0
368312,0
6557617,0
10183387,0
901992,0
6235695,0
1912964,1
1062663,0
10778198,0
9534226,0
6265044,0
11182020,1
3925865,0
4293071,0
8756497,1
2404158,1
10469928,0
10577224,0
3016310,0
4569919,0
8361470,0
6164035,0
4072506,0
10363307,0
3021616,1
10926396,0
7278266,0
8915979,0
7446748,0
3638732,0
4813575,0
5664099,0
749576,0
6511759,0
635833,0
6890810,0
4832095,0
7482494,0
313393,0
1389289,0
2420418,0
1813374,0
3311732,0
2707780,0
7582493,0
8994729,0
473984,0
8315251,0
2413872,0
8794711,0
11012661,0
8282036,0
1890447,0
2951912,0
7152626,0
2827731,0
7067309,0
3211830,0
3734092,0
10074757,0
9147950,0
1800465,0
9452020,0
1694970,0
4031195,0
7451460,0
11136935,0
6803789,0
6112278,0
7787358,0
10873758,0
6427939,0
9551388,0
3758259,0
3811041,1
6362983,0
568781,0
2954329,0
3825727,0
6605562,0
4055345,0
6393799,0
2315514,0
475932,1
6657867,0
3205190,0
1818885,0
800781,0
4454050,1
5681398,0
4675642,1
7452103,1
5701192,0
11164965,0
6212014,0
5019258,0
4345389,0
11003193,0
2529405,0
5471202,0
10974464,0
7591344,0
713158,0
9202302,0
3963353,0
1441122,0
6499979,0
4580635,1
1310422,0
8448723,0
317418,0
10930116,0
2153463,0
8890994,0
928188,1
8909850,0
7112072,0
6047519,0
5735013,0
7810389,0
9479550,0
10100788,0
6954595,0
125092,0
208955,0
11183047,0
2566414,0
7533385,1
7775839,0
4977592,0
8813214,0
11124909,0
1558951,0
10688019,0
5873131,1
2417002,0
11347761,0
10342313,0
7561953,0
9289272,0
9096024,0
3075848,1
9959294,0
2476522,0
4085196,0
3105866,0
5000684,0
94868,0
6125715,0
4462738,0
7546616,0
489994,0
902044,0
2001216,0
4563232,0
5030508,0
2867514,0
8321597,0
4203109,0
518878,0
1149419,0
5187741,1
77302,0
6458318,0
6330323,0
3455354,0
6268134,0
10000155,0
1812229,0
5387066,0
4708660,0
2686628,0
5498563,0
3035669,0
4511840,0
8112302,0
1901788,0
4429675,0
11073873,1
4303909,0
1057276,0
11368491,0
9574159,0
2942943,0
2112709,0
3771010,0
6927239,0
10692586,0
2898044,0
1392378,0
2875497,0
3084308,0
5465651,0
3232390,0
7862697,1
624924,0
800911,0
4719860,0
8815443,0
6547862,0
3962038,0
4463060,1
5826849,0
4541895,0
1777865,1
3245445,0
11065119,0
5963525,1
4894301,0
10620681,0
7361303,0
4558435,0
7236505,1
9773089,0
5166928,0
9168402,0
10155926,0
4864345,0
6020168,1
7770137,0
901554,0
9709187,0
8590740,0
9447030,0
8556386,0
5613528,1
3497013,0
8515553,0
4534021,0
10053041,0
2483664,0
10723754,0
848139,1
1806629,0
3540360,0
3200659,0
5963007,0
11000682,0
1313128,0
3092820,0
11159291,0
8462870,0
2524756,1
7786104,1
4645834,0
121936,0
10558785,0
2337961,0
10035023,0
1800197,0
7675600,0
2317660,1
8239015,0
1061162,0
7934380,0
138334,1
7916298,0
9282126,0
1951124,0
5929664,0
9549339,0
1734121,0
611346,0
4340227,1
9845162,1
7449820,0
4801076,1
6372024,1
11425804,0
3368905,0
2726982,0
10113175,0
3813624,0
6699513,0
3354156,0
4490606,0
2165662,0
4022660,0
4867571,0
5602962,0
10817033,0
6259238,1
977376,0
1294103,0
11146536,1
5622300,1
7275474,0
7261424,0
3976811,0
6624746,0
55050,0
6841812,0
7652593,1
8589362,0
89241,0
8288599,0
10764651,0
176315,0
834752,0
2956703,0
1733913,0
3420719,0
7946112,0
8336149,0
2464714,0
7146696,0
11353474,0
8039951,0
5557208,0
6297788,0
10130017,0
5523341,0
8524479,0
342765,0
2920924,0
240951,0
2999550,1
1593409,1
9174750,0
3678617,0
4476765,0
5364429,0
8874480,0
1439882,0
6899502,0
8210681,0
11305962,0
9866391,0
10232860,0
427324,0
6383106,0
1704078,0
10149400,0
9527415,0
11052,0
636455,1
3399411,0
1702646,0
2480498,0
8492724,0
9039193,0
1212757,0
3613715,0
6265458,0
2840347,0
1477646,0
4364371,1
6670330,0
5893155,1
1957766,0
5902357,0
8034705,0
2370020,0
10119585,0
10339666,0
9910844,0
9887669,0
1414292,0
8452013,0
6560813,0
119746,0
3577676,0
3296055,0
8078305,0
2809182,0
4034783,0
4972362,0
3129978,0
8077975,0
4518876,0
3630470,0
9348771,0
8937750,0
627940,0
9482400,0
4258218,0
8569696,0
4779699,0
1462950,0
11364449,0
8466,0
4714466,0
2382831,0
6911008,0
1909361,0
4325600,0
5880092,0
2818585,0
6305027,0
1861679,0
3083573,0
1610663,0
6879675,0
7183492,0
3443745,0
5459059,1
5469085,0
10632147,0
7465094,0
1792343,0
1783749,0
9276158,0
10382081,0
5974214,0
3057631,0
1949965,0
10538359,0
7834163,0
4925373,0
6470432,0
10630989,1
7932073,0
6404540,0
1787085,0
5379541,0
5594041,0
6772198,0
1140783,0
10498490,0
6722958,0
6116116,1
3826401,0
3592265,0
2397518,0
6704062,0
3258577,0
9248254,0
375412,0
5450430,0
1202770,0
4294856,0
3840446,0
7792643,0
10757542,1
2533603,0
7715720,0
7764514,0
2737981,0
2986575,0
11148479,0
3928415,0
2860529,0
5456142,0
7673430,0
184175,0
10551869,0
7920535,0
8425780,0
10160477,0
1669704,1
10532872,0
7554657,0
765639,0
3232297,0
3477835,0
2027770,0
7902455,0
3408427,0
1045878,0
8124924,0
7862907,0
4377752,0
10303004,0
9063615,0
254355,0
5679640,0
10679586,1
9963571,0
8886154,0
5085808,0
11463838,1
2236657,1
2283750,1
4850147,0
6718962,0
2795664,1
2116135,0
4949063,0
4691246,0
7389355,0
8465989,0
4291582,0
1684277,0
5977161,0
6088895,0
10341713,0
8556394,0
9092564,0
7715742,0
3910629,0
9332447,0
2925169,0
4806412,0
8020524,0
1052591,0
1599433,0
3111209,0
827283,0
2401289,1
3696187,0
11167566,0
1303628,0
4515016,1
6585984,0
8882129,0
8487176,0
10377270,0
4145011,0
3832095,0
1996054,0
9579885,0
9115045,0
10541675,1
649871,0
4935444,0
10090796,0
174665,0
8243533,1
904102,0
8292249,0
4964367,0
4282064,0
1821113,0
900237,0
6523150,0
8981814,0
91421,0
10352459,0
848904,0
9463865,0
8302347,0
10712528,1
7703484,0
10521635,0
10053190,0
629459,0
505882,0
11364131,0
4320130,0
7836553,0
578943,0
9226366,0
4191472,0
5756156,0
3947479,0
10343824,0
248079,0
202713,0
7787628,0
1718805,1
10533868,0
6867748,0
92176,0
4467409,0
2015923,0
9414854,0
187604,0
136939,0
10400214,0
4324620,0
4998947,0
10823974,0
8087160,0
5173169,0
1223532,0
10708646,0
229592,1
5494916,0
8186275,1
2712497,0
5306054,0
3200138,0
8702590,1
9512201,0
6346154,0
3689260,0
7657211,0
3082551,0
1036979,0
2498525,1
2520980,0
3487296,0
1853281,1
4690515,0
3041430,0
8084645,0
7229435,0
11472403,0
7260511,0
581530,0
11163076,0
10049788,0
2395092,0
10113523,1
1958884,0
4740791,0
10482489,0
8871781,0
9844481,0
11304359,1
8221381,1
7428522,0
8785799,0
5002748,0
2114219,0
10213131,0
8975072,0
508083,0
7172831,0
4115101,0
528811,0
8403621,1
1087260,0
11088266,0
2933546,0
5814182,0
4524476,0
7525299,0
3243634,0
8339160,0
8271887,1
1067464,0
8152657,0
910762,0
7635341,0
1490778,0
11277125,0
9466065,1
7282013,0
100368,0
1893022,0
6087819,0
5889759,0
7781395,0
9874760,1
2669809,0
1756188,0
8094943,0
4224093,0
2414375,0
10121449,0
3416648,0
25020,0
1578793,0
10666830,0
1719756,0
5331774,0
7273862,1
10661696,0
2419634,0
1656935,0
7003036,1
7038752,0
4254993,0
5974104,0
1746542,0
10698958,0
4023092,0
1582736,0
3570486,0
3567500,0
11038150,0
280194,0
1852456,0
124038,0
8021663,0
2488258,0
3497946,1
9817232,0
1618477,0
6371639,0
2112367,0
3914698,1
8187789,0
6070214,0
529301,0
8801677,0
7297764,0
5866457,0
8348166,0
985331,0
9919349,0
3102195,0
10278656,0
2968934,0
4288439,0
6787244,0
9141754,0
717358,1
1908811,0
4992233,0
340066,0
10355066,0
8737784,0
5237473,0
9241788,0
5616006,0
8896673,1
3468322,0
3655524,0
5793031,0
5274814,0
7352341,0
4317311,0
9786254,0
3732676,0
7376908,0
8401423,1
9543611,1
7461497,0
729587,0
3713581,0
2091124,1
7947839,0
7074121,0
9702339,0
4595824,0
4335242,0
5869941,0
1324439,0
3839843,0
4947921,1
5970396,0
7943739,0
2297435,0
2524513,0
2527980,0
2688279,0
4828115,0
2796636,1
7467239,0
2392761,0
10447275,0
4270439,0
4203794,1
6758914,0
6056292,0
7419627,0
4666523,0
7632145,0
6106432,0
265463,0
8498495,1
2184897,0
2716124,0
6791076,0
10320578,0
8855501,1
4041220,0
227089,0
7695394,0
7288959,0
7040597,0
4106571,0
3228882,0
4990719,0
6239530,0
6083458,0
11230110,0
4233200,0
1277620,0
4363312,0
152715,0
10723136,0
5660552,0
9948164,0
5445740,0
3060732,0
6609730,0
8191274,0
1785905,0
9596433,0
11185664,0
4365167,0
5538284,0
7979478,1
2059221,0
556586,0
8290639,0
9264191,0
9268721,0
9144851,1
1142973,0
3689162,0
5324102,0
1121681,0
3632283,0
11358575,0
7960243,0
7357884,0
4976576,0
7920787,0
1045330,0
9825335,0
8515006,0
1267918,0
2567696,0
4490607,0
51549,1
2573993,0
10346191,0
9356728,0
620102,0
11319435,0
7298471,0
10294101,0
1283078,0
8440440,0
4544512,0
1579901,0
4843185,0
1126322,0
8491579,0
9575915,0
5652322,1
6305241,0
10141707,0
637095,0
9640707,0
1004395,0
4652602,0
2022709,0
8903481,0
8753757,0
10665999,0
3364848,0
10556677,0
5658897,0
7020762,0
7608116,0
9147409,1
2870723,0
3306969,0
4867937,0
8000396,0
5060790,0
8561247,0
3801250,0
10445821,0
2767131,1
1527321,0
72947,0
2374355,1
8415853,0
2456165,0
7566323,0
7016813,0
3402022,0
4387910,0
329434,0
6037829,0
4334372,0
8535307,1
1482796,0
7676482,1
8100325,1
2275359,1
1736793,0
8729909,0
7571118,1
11129253,0
4460187,1
5137761,0
1576812,0
301805,0
1686965,0
6892532,0
5127523,1
667841,0
3270920,0
3285243,0
8474340,0
3562819,0
10312164,1
4503171,0
4109588,0
1115521,0
9832926,1
7235608,0
1618480,1
7019411,0
7577341,0
1633791,0
5543204,0
11141630,0
875703,0
7060106,0
754623,0
2805468,0
528157,0
2894678,1
648378,0
9131182,0
5742875,0
5700225,0
2467621,1
1672033,0
3916461,0
10855538,0
6481469,0
6291324,0
3869761,0
4761446,0
2006838,0
5692332,0
313805,0
968091,0
5819391,0
1301024,0
10427570,1
9445364,0
4987310,0
2751677,1
10756865,0
8041154,0
6430056,1
1215524,1
552960,0
8963262,0
4786896,0
3561329,0
7627812,0
5984742,0
2196798,0
7430234,0
8710403,0
4301840,0
893137,0
1098438,0
5069211,0
6634704,0
10014356,0
8515020,0
4355995,0
6561912,0
8020833,0
7926685,0
5571127,1
6713683,0
1012581,0
521894,1
3322708,0
6901338,0
10647980,0
11502013,0
8571926,0
1853954,0
5429218,0
5805893,0
479431,0
8086681,0
2289692,0
5590777,0
1058744,0
6605899,0
6476303,1
305331,0
6724354,0
11373879,0
6946963,1
3919395,0
8879718,0
8295875,0
8078670,0
8781026,0
8747948,0
10872272,0
2616949,0
5971181,0
7334048,0
15192,0
8396177,0
10488297,0
9927917,0
11301979,0
7033998,1
7622682,0
3040465,0
2529245,0
9966859,0
3806399,0
7521137,0
4864418,0
10687701,0
10166662,0
947503,1
9745256,0
9628188,0
11300816,0
7341711,0
5329125,0
9864559,0
10612409,1
10315825,0
8890322,1
610145,0
6431468,0
6985039,0
6027807,0
8579753,0
10763625,0
1967209,0
9104104,0
2632020,0
10485898,0
7314696,0
9211709,0
8241015,0
5948623,0
3394838,0
4760255,0
6680186,0
6306113,1
6549049,0
6353499,0
2477758,0
1948145,1
8610811,0
4170655,0
8220088,0
1491384,0
7565299,0
4800253,0
8700007,0
8244573,0
8052288,0
9552112,0
4465118,0
4789935,0
2940239,0
8512703,0
50042,0
6501732,0
10085907,0
10337356,0
5314046,0
1935594,1
2436660,0
5196336,0
231713,0
9953322,1
3771447,0
3825220,0
10987024,0
7706690,0
10180419,1
5606337,0
2240151,0
1479504,1
9423733,0
3862855,0
985531,0
9101826,0
6725548,0
3740949,0
6647766,0
3209039,1
2204773,0
9060390,0
5340942,0
11170282,1
10924740,1
8992214,0
7295735,0
2803522,0
2216445,0
8941336,0
239276,0
4099009,0
1380638,0
2104349,1
8931283,0
7660891,1
1314997,0
8535257,0
7252294,0
11221287,0
9809833,0
8169714,0
4756532,0
8204333,0
8811854,0
2158811,0
929878,0
756144,0
8570273,0
10783085,0
431335,0
8646081,0
7374390,0
6862235,0
8394247,1
1795,1
8329263,0
2312724,0
10963109,0
9466814,1
10871365,0
7458641,0
10906445,0
2128015,0
7143714,0
5728131,0
9743971,0
10036335,0
10743156,0
3661431,0
8162477,0
7080855,0
6474028,0
8615679,0
2918407,0
10807239,1
6966285,0
8520693,0
1019202,0
1822066,0
7301160,0
4459736,0
8709145,0
10991603,0
9253322,0
9711445,0
4368966,0
8531789,0
9924654,0
3979179,0
3516635,1
9315041,0
335104,0
5144702,0
3054937,0
7104152,0
9948481,0
8519459,0
5280708,0
1065054,0
276186,0
3399197,1
4249968,0
2853056,0
11459633,0
3397216,0
2424081,0
6087903,0
6000281,0
10818160,0
11442278,0
2139712,0
4325457,0
7325008,0
7286870,0
7592272,0
3083199,0
8372308,1
5209133,0
3764578,0
588651,0
6299581,0
7009204,0
6639236,0
5008980,0
9984992,0
5718369,0
3325243,0
4838234,0
7060828,0
2623332,0
922962,0
1709397,0
1583189,0
10645367,0
1232013,0
3148463,0
1465480,0
10549927,0
4540075,0
1125384,0
11100017,1
2799212,0
8093200,0
3817573,0
8846726,0
2850786,0
2642903,0
8376603,0
8142895,1
10868421,1
10317746,0
3590079,0
3425351,0
4147368,0
10589566,0
7960562,0
5126202,0
1688019,0
8988964,0
681563,0
3249952,0
2599125,0
2624132,0
4913439,0
7563032,1
4397467,1
7273496,0
2783397,0
6824403,0
7462690,0
7691073,0
6628227,0
629738,0
3594879,0
1680633,0
8599638,0
7177159,0
6384451,0
758509,0
4318227,0
2781533,1
76568,0
11457507,0
3604168,1
5958682,0
9747991,0
7056621,0
3731972,0
3152827,0
1071307,0
9099660,0
3816691,0
10738589,1
3491563,0
1186501,0
7208102,0
5396326,0
10869778,0
3674821,0
5356980,0
7720432,0
1551277,0
4792006,0
2855571,0
5742303,1
9913197,0
4612459,0
5563115,1
3566792,0
8419196,0
9009836,0
11300080,0
5877420,0
5671820,0
4327139,0
1458020,0
2208695,0
5404910,0
10901593,0
6678567,0
4944092,0
9771996,0
10629442,0
6602840,0
9714085,0
3956499,1
46600,0
4331314,0
9787169,0
3799049,0
2389302,0
4811211,0
5599186,0
2098517,1
6813147,0
5950406,0
7720183,0
1039067,0
5003828,0
8141489,0
3393736,1
10318887,1
10592133,0
1869633,1
3640311,0
3664139,0
8180448,0
1616449,0
850395,1
7632103,1
10637313,0
5349986,0
4461630,0
8393983,0
5778013,0
10605123,0
3570126,0
919530,0
7887052,0
2736045,0
5321142,1
10561958,0
7272873,0
678908,0
4747190,0
4358317,0
3239577,0
9890877,0
5946971,0
8067723,0
7670200,0
2103708,0
2935805,0
2175803,0
8935026,0
8444090,0
1493766,0
6729736,0
9824268,0
3884232,0
1712160,0
5634906,0
9597808,0
3127956,0
8378559,0
10869862,1
9236283,0
1690259,0
810909,0
10617795,0
10709587,0
5987971,1
5303930,0
4659564,0
7265385,0
2756803,0
1244814,1
6072164,0
7421019,0
2204319,0
3618248,0
1925485,0
1659772,0
4632784,0
8458484,1
6315495,0
3777873,0
7798146,0
6552325,0
11420250,1
9445371,0
9580868,0
1888358,0
8739792,0
6610559,0
4958271,0
7846435,0
8137726,0
4286065,1
7020616,0
8018,0
11424619,0
6043298,0
6332651,0
1662419,1
3197859,1
3054773,0
6015633,0
9413497,0
5188079,0
40608,0
9173031,0
1071960,0
9905044,0
4187959,0
4701086,0
8369651,0
10047700,0
8163086,1
7227829,0
336952,0
626719,0
10713769,0
2580601,0
7706565,0
3247707,0
4458724,0
10589306,0
7141653,1
7486058,1
11317856,0
10713602,0
2758707,0
304938,0
5656337,0
3484182,0
3525778,0
3978242,0
9690050,0
7996070,0
1586370,1
10498947,0
6527292,1
3134319,0
6360,0
6485743,0
1075974,0
5865088,0
816155,0
3460343,0
2189499,0
4933187,0
6098385,1
4561117,0
10246608,0
2644404,0
5873445,0
8785518,0
4224318,1
4294447,0
7185513,0
7988041,0
5969768,0
3938646,0
11184077,0
3257722,0
7492556,0
820424,0
8355008,0
8764710,0
10439598,0
1560897,0
11234481,0
1030347,1
11226646,1
2258599,0
6888101,0
1266833,1
3737008,0
8138622,0
2882636,0
7459551,0
1005409,0
948975,0
2909095,0
3616296,0
2805729,0
4284021,0
7667763,0
658031,0
82470,0
8805734,0
6723309,0
4353508,0
8951450,1
4374693,0
10891549,0
420019,0
4529449,0
8237727,0
1667959,1
3321023,0
8885777,0
9677844,0
5355294,0
8245484,0
8723336,1
10026639,0
9699049,0
7928476,0
1063870,0
8198699,0
9785601,0
3346708,0
7530230,0
3272381,0
5939242,0
5196883,0
5931464,0
2003768,0
5271267,0
7463997,0
7518493,1
8673923,0
11439984,1
7474040,0
6462741,0
5471671,0
3297869,0
822415,0
7879243,0
10484673,0
900967,0
10276326,0
9114815,0
10534242,0
2101173,0
9631759,0
6447404,0
10690279,0
5804566,0
5464129,0
6336828,1
1885179,0
1332946,0
7605003,0
10799519,0
4238554,0
8813492,1
6020834,0
6498125,0
2431605,0
3895481,0
1800512,0
3581215,0
8850905,0
8795179,0
4426274,0
6240697,0
11023029,0
5874703,0
7314651,0
11097170,0
3399216,0
1530316,0
2488781,0
6833457,0
4315311,0
9330687,0
2386989,0
5671590,0
4490822,0
4513065,1
9759603,0
5336313,0
10281254,1
3875423,1
2697125,0
10843828,0
648056,0
2407311,0
8765759,1
7306801,0
11444409,0
5842600,0
701093,0
11038072,0
2154938,0
5630070,0
3206597,0
5848312,1
10673531,0
1501534,0
960183,1
9786973,0
6594116,0
6496719,0
10150030,1
11407145,0
5687345,0
2614604,0
555144,1
6071387,0
8662065,1
711208,0
11344209,0
2800121,0
9995871,0
9881731,0
11094864,0
5719418,0
2332100,0
2565391,0
3815432,1
10536300,0
11073687,0
6324579,0
7619475,0
5867972,0
5100678,1
1103271,0
8359547,0
10219847,0
4911362,0
7827831,0
3473286,0
2292185,0
9809954,1
994469,0
553066,1
8673750,0
292882,0
2181645,0
3444802,0
8959952,1
10491594,0
11375075,0
5399687,0
1561985,0
10162410,0
3545613,0
3852652,0
6700024,0
4387454,0
5580957,0
3727126,1
4714225,0
9474836,0
11275638,0
8561555,1
10555397,0
1888080,0
733357,0
936786,0
6272026,0
9721271,0
5128237,0
9506025,0
6162275,1
6414671,0
8387036,0
6682651,0
6085534,0
10420223,0
10657326,0
1642477,0
5970160,0
7733342,0
10334000,0
10305928,0
10617876,0
9034172,0
9112802,0
